-0.02;1.01;0.06;0.05;-0.03;-1.02;0.05;-0.03;-1.04;1
0.05;1.01;0.00;0.06;0.08;-1.04;0.06;0.06;-1.04;1
0.02;0.99;0.11;-0.09;-0.11;-1.02;-0.27;0.33;-1.17;1
0.09;0.99;0.17;0.28;0.41;-0.90;0.28;0.41;-0.91;1
-0.16;0.50;0.43;-0.06;0.03;-1.01;-0.06;0.03;-1.02;1
0.05;1.02;0.13;0.03;0.00;-1.04;0.03;0.02;-1.04;1
0.02;1.02;0.13;-0.02;-0.03;-1.02;-0.02;-0.03;-1.01;1
0.06;0.99;0.19;0.03;-0.03;-0.08;0.05;0.02;-0.90;1
0.02;0.98;0.05;0.06;0.02;-1.02;0.06;0.00;-1.02;1
0.02;1.02;0.06;0.02;-0.03;-1.04;0.03;-0.02;-1.04;1
0.03;1.02;0.14;0.09;0.02;-1.02;0.09;0.00;-1.04;1
0.00;1.02;0.06;0.08;0.06;0.08;0.11;0.03;-1.04;1
0.00;1.02;0.06;0.05;0.00;-1.04;0.05;0.00;-1.04;1
-0.05;1.02;0.02;0.05;0.03;-0.98;0.06;0.02;-1.02;1
0.03;1.01;0.14;0.02;-0.03;-1.02;0.02;-0.02;-1.02;1
-0.11;1.09;0.13;-0.03;0.03;-1.04;-0.03;0.03;-1.04;1
0.05;1.01;0.17;0.03;-0.30;-0.39;0.05;0.09;-1.02;1
0.24;0.99;0.19;0.02;0.02;-1.04;0.00;0.00;-1.0;1
0.11;1.01;0.14;-0.09;0.00;-1.06;-0.13;0.00;-1.01;1
0.16;1.02;0.14;-0.08;-0.05;-1.04;-0.09;-0.05;-1.02;1
0.05;1.02;0.19;0.02;-0.05;-0.06;-0.06;0.00;-1.02;1
0.02;1.02;0.14;0.14;0.00;-1.04;0.14;0.02;-1.02;1
-0.02;0.99;0.24;0.02;0.00;0.05;0.03;-0.05;-1.02;1
0.00;1.01;0.25;0.09;-0.06;-1.02;0.09;-0.06;-1.02;1
0.09;1.40;0.66;0.09;0.11;-1.02;0.11;0.11;-1.02;1
0.05;1.01;0.17;-0.24;0.74;0.66;0.05;0.00;-1.04;1
0.05;1.02;0.16;0.03;-0.05;-1.09;0.05;-0.05;-1.02;1
0.00;1.02;0.17;0.00;-0.08;0.02;-0.09;-0.05;-1.02;1
0.06;0.96;0.43;-0.19;0.17;-0.98;-0.17;0.17;-0.99;1
0.06;0.99;0.25;-0.03;-0.03;-1.02;-0.03;-0.03;-1.04;1
0.13;1.01;0.13;0.11;-0.03;0.02;0.13;0.16;-1.01;1
0.06;1.01;0.17;0.14;0.06;-1.02;0.13;0.06;-1.04;1
0.05;1.01;0.14;0.00;-0.03;-1.01;0.00;-0.02;-1.04;1
0.03;1.01;0.19;-0.02;-0.05;-1.04;-0.03;-0.05;-1.02;1
0.06;0.99;0.20;-0.06;-0.03;-1.02;-0.05;-0.02;-1.02;1
0.05;1.02;0.16;0.05;-0.16;-0.14;0.00;-0.08;-1.04;1
0.16;1.01;0.13;-0.02;-0.09;-1.06;-0.02;-0.05;-1.04;1
0.11;1.01;0.16;-0.03;-0.03;-1.02;-0.03;-0.05;-1.02;1
0.05;1.02;0.14;0.09;0.08;-1.04;0.09;0.03;-1.02;1
0.08;1.02;0.17;0.08;0.02;-1.01;0.06;0.02;-1.02;1
0.02;1.04;0.13;0.00;-0.02;-1.01;-0.02;-0.02;-1.01;1
0.05;1.01;0.27;-0.03;-0.06;-1.02;-0.03;-0.03;-1.02;1
-0.06;0.99;0.17;0.19;-0.14;-1.02;0.19;-0.14;-1.02;1
-0.05;1.01;0.17;0.11;-0.08;-1.02;0.09;-0.08;-1.02;1
0.16;0.98;0.25;0.25;0.25;-0.96;0.25;0.27;-0.98;1
0.05;1.04;0.19;0.11;-0.08;-1.04;0.11;-0.06;-1.02;1
-0.03;0.99;0.25;-1.20;-2.02;-2.02;0.25;0.31;-0.9;1
0.14;0.88;0.44;0.09;-0.02;-1.04;0.11;-0.02;-1.02;1
-0.03;0.99;0.30;0.11;-0.05;-1.02;0.11;-0.05;-1.01;1
0.09;1.04;0.11;0.17;0.06;-1.01;0.19;0.05;-1.02;1
0.02;1.04;0.09;0.06;0.06;-1.06;0.06;0.05;-1.01;1
0.09;1.01;-0.02;1.18;-0.60;-1.87;0.08;0.17;-1.01;1
0.06;0.96;0.39;0.13;-0.02;-1.04;0.13;-0.02;-1.02;1
0.06;1.02;0.17;0.09;-0.03;-1.01;0.08;-0.03;-1.02;1
0.13;1.01;0.17;0.17;0.20;-1.01;0.19;0.24;-0.99;1
0.24;1.02;0.08;0.09;0.03;-1.06;0.09;0.03;-1.04;1
0.28;0.94;0.28;0.16;0.91;0.43;0.09;0.05;-1.04;1
-0.20;0.85;-0.46;0.05;-0.02;1.04;-0.19;0.88;-0.44;1
-0.25;0.83;-0.52;0.05;0.00;1.02;-0.27;0.90;-0.38;1
-0.38;0.91;-0.11;-0.33;0.91;0.00;0.05;0.00;1.02;1
0.22;0.83;0.44;-0.16;0.85;-0.11;-0.28;0.55;-0.91;1
-0.03;0.94;-0.39;-0.28;0.69;-0.71;0.06;0.83;-0.63;1
-0.09;1.06;-1.18;0.31;0.80;0.35;0.52;0.82;0.44;1
-0.17;0.58;0.85;0.11;-0.02;-0.68;0.09;0.05;-0.99;1
-0.05;0.99;0.11;0.09;-0.11;-0.98;0.09;-0.11;-0.96;1
-0.16;0.90;-0.39;0.83;0.52;-0.19;0.03;0.58;0.71;1
0.14;0.94;0.16;0.00;-0.14;-0.98;-0.02;-0.13;-0.98;1
0.13;1.02;0.13;0.08;1.02;0.13;0.09;-0.17;-0.96;1
0.03;1.01;0.25;0.09;0.96;0.25;0.14;-0.13;-0.98;1
-0.20;0.49;0.98;-0.50;0.31;0.79;-0.50;0.33;0.76;1
-0.09;0.91;0.79;-0.39;0.66;0.61;-0.39;0.68;0.61;1
-0.41;0.65;0.63;-0.25;0.72;0.69;-0.33;0.77;0.55;1
-0.31;0.77;0.52;-0.33;0.77;0.55;-0.30;0.76;0.54;1
-0.30;0.77;0.55;-0.31;0.77;0.52;-0.33;0.77;0.54;1
0.08;1.10;-0.55;0.05;0.55;-0.79;0.16;-0.65;-0.94;1
-0.24;0.57;-0.98;-0.24;0.74;-0.82;-0.36;0.65;-0.72;1
-0.28;0.63;-0.66;-0.11;0.35;-0.69;-0.38;0.58;-0.71;1
-0.35;0.57;-0.72;0.06;-0.25;-0.96;0.06;-0.27;-0.94;1
-0.55;0.58;-0.54;-0.52;0.60;-0.52;-0.57;0.52;-0.61;1
-0.54;0.41;-0.69;-0.94;0.94;-0.57;0.09;-0.16;-0.91;1
-0.03;0.94;-0.39;-0.28;0.69;-0.71;0.06;0.83;-0.63;1
-0.09;1.06;-1.18;0.31;0.80;0.35;0.52;0.82;0.44;1
-0.17;0.58;0.85;0.11;-0.02;-0.68;0.09;0.05;-0.99;1
-0.36;0.77;0.52;0.49;-0.93;-0.43;-0.47;-0.08;0.77;1
0.50;0.57;0.61;-0.76;-0.09;0.54;1.69;2.00;-2.02;1
-0.05;0.99;0.11;0.09;-0.11;-0.98;0.09;-0.11;-0.96;1
0.65;0.66;0.79;0.94;0.20;-0.33;-0.02;-0.94;-0.68;1
-0.16;0.90;-0.39;0.83;0.52;-0.19;0.03;0.58;0.71;1
0.14;0.94;0.16;0.00;-0.14;-0.98;-0.02;-0.13;-0.98;1
0.13;1.02;0.13;0.08;1.02;0.13;0.09;-0.17;-0.96;1
0.03;1.01;0.25;0.09;0.96;0.25;0.14;-0.13;-0.98;1
-0.03;1.01;0.02;0.00;1.02;0.00;-0.03;0.01;1.02;1
0.11;0.99;0.13;0.11;0.99;0.13;0.11;0.99;0.13;0
0.11;0.99;0.13;0.11;0.99;0.13;0.08;0.06;0.99;0
0.06;0.06;1.01;0.09;0.06;0.99;0.08;0.06;0.99;0
0.06;0.03;1.04;0.16;-1.54;2.00;1.04;-0.65;0.47;0
0.87;0.90;0.66;-0.41;-0.94;0.27;0.61;-0.79;-0.25;0
0.19;0.13;0.98;0.03;-0.06;1.02;0.03;-0.08;0.99;0
0.02;-0.08;0.99;0.02;-0.08;1.01;0.02;-0.09;1.01;0
0.03;-0.08;0.99;0.02;-0.08;1.01;0.03;-0.08;0.99;0
0.09;-0.02;1.01;0.02;-0.03;1.02;0.08;0.00;1.01;0
0.09;-0.02;0.99;0.08;-0.03;1.01;0.09;0.00;1.01;0
0.02;-0.03;1.04;0.09;-0.02;0.99;0.02;-0.06;1.04;0
0.00;-0.05;1.02;0.09;-0.02;1.01;0.00;-0.05;1.04;0
0.08;-0.02;0.99;0.09;0.00;0.99;0.02;-0.03;1.02;0
0.09;0.00;0.99;0.02;-0.03;1.06;0.09;0.00;1.01;0
0.02;-0.05;1.04;0.09;0.00;0.99;0.09;0.02;0.99;0
0.08;-0.02;0.99;0.02;-0.05;1.02;0.09;-0.02;1.01;0
0.02;-0.03;1.04;0.08;0.00;0.99;0.00;-0.02;1.02;0
0.02;-0.03;1.02;0.11;0.02;0.99;0.09;0.00;0.99;0
0.02;-0.05;1.04;0.09;0.00;0.98;0.08;-0.02;1.01;0
0.09;0.02;0.99;0.00;-0.03;1.02;0.08;-0.02;1.02;0
-0.02;-0.03;1.04;0.09;0.00;0.99;0.11;0.02;0.99;0
0.00;-0.03;1.04;0.02;-0.03;1.02;0.08;-0.02;1.01;0
0.11;0.00;0.98;0.02;-0.03;1.06;0.09;0.00;0.99;0
0.02;-0.03;1.02;0.09;-0.02;1.01;0.11;0.00;0.98;0
0.00;-0.02;1.06;0.02;-0.03;1.02;0.08;0.00;1.01;0
0.09;-0.03;1.02;0.08;-0.02;1.01;0.02;-0.05;1.02;0
0.02;-0.03;1.01;0.08;-0.02;1.01;0.02;-0.03;1.02;0
0.09;-0.02;0.99;0.00;-0.03;1.02;0.11;0.00;0.99;0
0.00;-0.03;1.04;0.09;-0.02;1.01;0.09;0.00;0.99;0
0.09;-0.02;1.01;0.02;-0.05;1.02;0.11;0.00;1.01;0
0.09;-0.02;0.99;0.08;-0.02;0.98;0.02;-0.05;1.02;0
-0.02;-0.03;1.04;0.09;-0.02;0.98;0.00;-0.05;1.02;0
0.09;0.00;0.99;0.09;-0.02;0.99;0.00;-0.06;1.04;0
0.09;0.02;0.99;0.00;-0.03;1.02;0.09;-0.02;0.99;0
0.09;0.00;0.99;0.08;0.00;0.99;0.09;0.00;0.99;0
0.00;-0.05;1.04;0.00;-0.05;1.02;0.00;-0.05;1.04;0
0.02;-0.05;1.04;0.09;0.00;0.99;0.09;-0.02;0.99;0
0.09;-0.02;1.01;0.09;0.00;0.99;0.09;-0.02;0.99;0
0.09;0.00;1.01;0.00;-0.03;1.02;0.09;0.00;0.99;0
0.00;-0.03;1.04;0.09;0.02;1.01;0.02;-0.06;1.04;0
0.09;-0.02;0.99;0.02;-0.05;1.01;-0.16;-0.33;1.02;0
-0.09;-0.33;1.06;0.05;0.03;1.02;0.05;-0.06;1.01;0
